index,Hit_number,level_0,eval,bitscore,%ID,genus,species,hit_def,align_len,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_3745,9,829,4.32384e-30,156,85.37,Crustomastix,Crustomastix stigmatica,"Crustomastix stigmatica isolate BH41_44 small subunit ribosomal RNA gene, partial sequence",123,Eukaryota,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,g_,s_
ASV_3746,8,1711,4.27255e-49,227,96.03,Not_Found,Dinophyceae sp. Cryptoperidiniopsoid-N,"Dinophyceae sp. Cryptoperidiniopsoid-N 18S small subunit ribosomal RNA gene, complete sequence",126,Eukaryota,unknown,Dinophyceae,Peridiniales,Pfiesteriaceae,unknown,s_
ASV_3747,1,7698,9.52389e-26,140,82.95,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGYY1111 18S ribosomal RNA gene, partial sequence",129,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_3748,1,7699,9.2059e-39,188,89.31,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGYP681 18S ribosomal RNA gene, partial sequence",131,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_3749,1,7700,9.10797e-39,188,89.15,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGYO943 18S ribosomal RNA gene, partial sequence",129,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_3750,1,1712,5.93317e-35,174,88.19,Not_Found,uncultured marine eukaryote,"uncultured marine eukaryote partial 18S rRNA gene, isolate AB194_N04_CHLO_P_39_S",127,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_3751,2,830,2.78615e-45,213,93.02,Dolichomastix,Dolichomastix tenuilepis,"Dolichomastix tenuilepis 18S rRNA gene (partial), ITS1, 5.8S rRNA gene, ITS2 and 28S rRNA gene (partial), strain M1680",129,Eukaryota,Chlorophyta,Mamiellophyceae,Dolichomastigales,Dolichomastigaceae,g_,s_
ASV_3752,1,7702,6.20012e-47,218,95.16,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGYP983 18S ribosomal RNA gene, partial sequence",124,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,s_
ASV_3753,38,1713,3.32123e-44,209,92.91,Not_Found,Uncultured marine alveolate Group I DH144-EKD3,"Uncultured marine alveolate Group I DH144-EKD3 18S ribosomal RNA gene, partial sequence",127,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_3754,11,831,1.93973e-53,242,98.41,Pentapharsodinium,Pentapharsodinium tyrrhenicum,"Pentapharsodinium tyrrhenicum clone 1501 18S ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,Peridiniales,Peridiniaceae,Pentapharsodinium,Pentapharsodinium tyrrhenicum
ASV_3755,1,1714,4.76457e-55,248,100.0,Not_Found,uncultured marine eukaryote,"uncultured marine eukaryote partial 18S rRNA gene, isolate AB198_A03_PRYM_P_48_S",124,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_3756,1,7703,1.27964e-30,158,86.26,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGYS1480 18S ribosomal RNA gene, partial sequence",131,Eukaryota,unknown,Acantharea,unassigned,unassigned,g_,s_
ASV_3757,27,1715,4.04609e-43,204,93.44,Not_Found,uncultured marine eukaryote,"uncultured marine eukaryote partial 18S rRNA gene, isolate AB204_M23_MLV2_P_47_S",122,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_3758,1,7704,4.27255e-49,227,96.03,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGYP590 18S ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,s_
ASV_3759,1,832,6.55239e-47,218,93.8,Crustomastix,Crustomastix sp. MBIC10709,"Crustomastix sp. MBIC10709 gene for 18S rRNA, partial sequence, strain: MBIC10709",129,Eukaryota,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,g_,s_
ASV_3760,35,5241,3.47122e-31,160,85.6,Amoebophrya,species_unassigned,"Uncultured Amoebophrya clone 7510 18S ribosomal RNA gene, partial sequence",125,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_3761,3,5242,7.63706e-40,192,89.31,Prymnesium,species_unassigned,"Prymnesium parvum strain CCAP 946/6 18S ribosomal RNA gene, partial sequence",131,Eukaryota,unknown,Haptophyta,Prymnesiales,Prymnesiaceae,g_,s_
ASV_3762,1,7705,9.62855e-26,140,82.44,genus_unassigned,species_unassigned,"Korthalsella latissima voucher D. Nickrent 4294 small subunit ribosomal RNA gene, partial sequence",131,Eukaryota,Streptophyta,unassigned,unassigned,unassigned,g_,s_
ASV_3763,1,7706,5.20503e-48,222,95.24,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGYO1247 18S ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,s_
ASV_3764,1,7707,5.20503e-48,222,95.24,genus_unassigned,species_unassigned,"Uncultured marine eukaryote clone NPK2_163 18S ribosomal RNA gene gene, partial sequence",126,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,s_
ASV_3765,1,5243,4.61251e-55,249,99.21,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate YT6-29 small subunit ribosomal RNA gene, partial sequence",127,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_3766,41,1716,5.09386e-29,153,84.68,Not_Found,Uncultured marine alveolate Group I DH145-EKD10,"Uncultured marine alveolate Group I DH145-EKD10 18S ribosomal RNA gene, partial sequence",124,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_3767,1,7708,1.4522e-55,250,97.06,genus_unassigned,species_unassigned,"Ophiopsammus maculata 18S ribosomal RNA gene, partial sequence",136,Eukaryota,Echinodermata,Ophiuroidea,Ophiurida,unassigned,unassigned,unassigned
ASV_3769,1,7709,1.3967e-42,202,92.06,genus_unassigned,species_unassigned,"Uncultured diatom A4CMS14 gene for 18S rRNA, partial sequence",126,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_3770,2,1717,5.62415e-35,175,88.19,Not_Found,uncultured marine picoeukaryote,"uncultured marine picoeukaryote partial 18S rRNA gene, isolate ws_101, clone 1807E06",127,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_3771,2,834,4.27255e-49,226,100.0,Pelagodinium,Pelagodinium sp. JD-2012,"Pelagodinium sp. JD-2012 isolate AR1 internal transcribed spacer 1 and 5.8S ribosomal RNA gene, partial sequence",113,Eukaryota,unknown,Dinophyceae,Suessiales,Suessiaceae,Pelagodinium,Pelagodinium sp. JD-2012
ASV_3772,4,5244,2.78861e-26,142,82.09,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate WZ9-16 small subunit ribosomal RNA gene, partial sequence",134,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_3773,1,835,9.09993e-58,258,100.0,Falcomonas,Falcomonas daucoides,"Falcomonas daucoides nucleomorph 18S rRNA gene, strain Fada ShP-CSUCC",129,Eukaryota,Cryptophyta,unknown,Pyrenomonadales,Chroomonadaceae,Falcomonas,Falcomonas daucoides
ASV_3774,33,1718,2.01829e-27,146,84.75,Not_Found,uncultured marine picoeukaryote,"uncultured marine picoeukaryote partial 18S rRNA gene, isolate ws_96, clone 1802B01",118,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_3775,15,836,4.36292e-36,178,89.6,Blastodinium,Blastodinium spinulosum,"Blastodinium spinulosum isolate BCL01 18S small subunit ribosomal RNA gene, complete sequence",125,Eukaryota,unknown,Dinophyceae,Blastodiniales,unknown,g_,s_
ASV_3776,2,837,4.27633e-30,156,85.83,Woloszynskia,Woloszynskia leopoliensis,"Woloszynskia leopoliensis small subunit ribosomal RNA gene, partial sequence",127,Eukaryota,unknown,Dinophyceae,Lophodiniales,Lophodiniaceae,g_,s_
ASV_3777,10,1719,7.23511e-40,192,90.48,Not_Found,Uncultured marine alveolate Group I DH147-EKD18,"Uncultured marine alveolate Group I DH147-EKD18 18S ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_3778,3,838,6.48767e-28,148,85.83,Stephanopyxis,Stephanopyxis turris,"Stephanopyxis turris isolate NY13S_180 small subunit ribosomal RNA gene, partial sequence",127,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Melosirales,Stephanopyxidaceae,g_,s_
ASV_3779,1,839,3.46815e-50,230,96.8,Hemistasia,Hemistasia phaeocysticola,"Hemistasia phaeocysticola gene for small subunit ribosomal RNA, partial sequence",125,Eukaryota,unknown,unknown,Diplonemea,Hemistasiidae,Hemistasia,s_
ASV_3780,5,840,9.10797e-39,188,89.15,Dolichomastix,Dolichomastix tenuilepis,"Dolichomastix tenuilepis 18S rRNA gene (partial), ITS1, 5.8S rRNA gene, ITS2 and 28S rRNA gene (partial), strain M1680",129,Eukaryota,Chlorophyta,Mamiellophyceae,Dolichomastigales,Dolichomastigaceae,g_,s_
ASV_3781,1,841,1.00481e-50,232,96.83,Akashiwo,Akashiwo sanguinea,"Akashiwo sanguinea 18S ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Akashiwo,s_
ASV_3782,3,5245,5.93894e-41,197,91.27,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate WZ8-33 small subunit ribosomal RNA gene and internal transcribed spacer 1, partial sequence",126,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_3783,1,842,2.21324e-46,217,94.44,Akashiwo,Akashiwo sanguinea,"Akashiwo sanguinea 18S ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_
ASV_3784,1,843,1.32267e-36,180,88.98,Akashiwo,Akashiwo sanguinea,"Akashiwo sanguinea 18S ribosomal RNA gene, partial sequence",127,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_
ASV_3785,1,844,4.27255e-49,227,96.03,Akashiwo,Akashiwo sanguinea,"Akashiwo sanguinea 18S ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Akashiwo,s_
ASV_3786,1,845,8.24796e-52,237,97.62,Akashiwo,Akashiwo sanguinea,"Akashiwo sanguinea 18S ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Akashiwo,Akashiwo sanguinea
ASV_3787,1,846,4.27255e-49,227,96.03,Akashiwo,Akashiwo sanguinea,"Akashiwo sanguinea 18S ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Akashiwo,s_
ASV_3788,1,7712,7.72495e-46,215,94.4,genus_unassigned,species_unassigned,"Alexandrium peruvianum clone AP15 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",125,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,g_,s_
ASV_3789,1,5246,5.93894e-41,197,91.27,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate ZHASHANMATOU1-37 small subunit ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_3790,1,7713,2.63869e-26,143,83.06,genus_unassigned,species_unassigned,"Uncultured Skeletonema clone 7955 18S ribosomal RNA gene, partial sequence",124,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_3791,1,7714,1.00481e-50,232,96.83,genus_unassigned,species_unassigned,"Parvodinium trawinskii strain GeoM*753 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,s_
ASV_3792,1,7715,1.04014e-12,92,92.86,genus_unassigned,species_unassigned,"Microcyphus olivaceus 18S ribosomal RNA gene, partial sequence",56,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_3793,1,7716,9.09993e-58,258,100.0,genus_unassigned,species_unassigned,"Uncultured Lecanoromycetidae clone LTSP_EUKA_P5F11 18S ribosomal RNA, 18S-25/28S ribosomal RNA intergenic spacer, partial sequence",129,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_3794,1,5247,4.62669e-48,222,98.28,Tetramitus,species_unassigned,"Tetramitus dokdoensis 18S ribosomal RNA gene, partial sequence",116,Eukaryota,Heterolobosea,unknown,unknown,Vahlkampfiidae,Tetramitus,unassigned
ASV_3795,14,847,9.52389e-26,140,83.87,Pirsonia,Pirsonia guinardiae,"Pirsonia guinardiae isolate BH56_196 small subunit ribosomal RNA gene, partial sequence",124,Eukaryota,unknown,unknown,Pirsoniales,unknown,g_,s_
ASV_3796,2,5248,5.37853e-48,223,94.57,Aplanochytrium,species_unassigned,Aplanochytrium kerguelense gene for 18S rRNA,129,Eukaryota,unknown,Labyrinthulomycetes,unknown,Thraustochytriaceae,g_,s_
ASV_3797,1,5249,2.91081e-51,234,96.85,Segregatospumella,species_unassigned,"Segregatospumella sp. strain 9-12-B3 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence",127,Eukaryota,unknown,Chrysophyceae,unknown,unknown,Segregatospumella,s_
ASV_3798,1,7717,1.84017e-09,80,95.56,genus_unassigned,species_unassigned,"Uncultured Mesodinium sp. clone AK1H3F 18S small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer and 5.8S ribosomal RNA gene, complete sequence; and 28S ribosomal RNA gene, partial sequence",45,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_3799,1,848,2.69627e-45,212,93.65,Dinophysis,Dinophysis acuminata,"Dinophysis acuminata 18S small subunit ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,Dinophysiales,Dinophysiaceae,g_,s_
ASV_3800,1,850,3.9526e-56,252,98.47,Oblongichytrium,Oblongichytrium sp. BAFCcult 3519,"Oblongichytrium sp. BAFCcult 3519 18S ribosomal RNA gene, partial sequence",131,Eukaryota,unknown,Labyrinthulomycetes,unknown,Thraustochytriaceae,Oblongichytrium,Oblongichytrium sp. BAFCcult 3519
ASV_3801,4,851,3.58506e-50,231,96.09,Cryothecomonas,Cryothecomonas aestivalis,"Cryothecomonas aestivalis strain 1 small subunit ribosomal RNA gene, complete sequence",128,Eukaryota,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,Cryothecomonas,s_
ASV_3802,1,7719,2.02595e-53,243,97.67,genus_unassigned,species_unassigned,"Thysanopoda pectinata voucher E78 small subunit ribosomal RNA gene, partial sequence",129,Eukaryota,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,unassigned,unassigned
ASV_3803,1,7720,1.2105e-49,229,97.54,genus_unassigned,species_unassigned,"Uncultured eukaryote clone 18BR9 18S ribosomal RNA gene, partial sequence",122,Eukaryota,unknown,Dinophyceae,Peridiniales,Pfiesteriaceae,unassigned,unassigned
ASV_3804,5,5250,3.32123e-44,209,92.91,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate HZBD3-11 small subunit ribosomal RNA gene, partial sequence",127,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_3805,4,852,8.53043e-33,167,88.0,Pirsonia,Pirsonia guinardiae,"Pirsonia guinardiae isolate BH65_169 small subunit ribosomal RNA gene, partial sequence",125,Eukaryota,unknown,unknown,Pirsoniales,unknown,g_,s_
ASV_3806,1,7721,5.78839e-37,182,100.0,genus_unassigned,species_unassigned,"Calanus glacialis voucher WS121 small subunit ribosomal RNA gene, partial sequence",91,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,unassigned,s_
ASV_3807,1,7722,3.74457e-56,252,100.0,genus_unassigned,species_unassigned,"Uncultured eukaryote clone WS073.118 18S ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_3808,28,1721,1.2936e-36,180,88.8,Not_Found,eukaryote clone OLI11012,eukaryote clone OLI11012 18S rRNA gene,125,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_3809,1,5251,2.44112e-39,191,91.06,Amoebophrya,species_unassigned,"Uncultured Amoebophrya clone 1508 18S ribosomal RNA gene, partial sequence",123,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_3810,1,1722,4.20595e-37,183,89.84,Not_Found,uncultured marine eukaryote,"uncultured marine eukaryote partial 18S rRNA gene, isolate AB194_N04_CHLO_P_39_S",128,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_3811,1,7724,3.62403e-50,230,96.8,genus_unassigned,species_unassigned,"Uncultured eukaryote clone BC95F15RM1A08 18S ribosomal RNA gene, partial sequence",125,Eukaryota,Apicomplexa,Conoidasida,Eucoccidiorida,Eimeriidae,unassigned,s_
ASV_3812,1,7725,7.63031e-59,262,100.0,genus_unassigned,species_unassigned,"Klebsormidium flaccidum strain ACSSI 009 small subunit ribosomal RNA gene, partial sequence",131,Eukaryota,Streptophyta,Klebsormidiophyceae,Klebsormidiales,Klebsormidiaceae,unassigned,unassigned
ASV_3813,1,7726,3.87165e-24,134,86.54,genus_unassigned,species_unassigned,"Uncultured eukaryote clone Otu0913 small subunit ribosomal RNA gene, partial sequence",104,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_3814,2,5252,1.08476e-56,254,100.0,Ectocarpus,species_unassigned,"Ectocarpus subulatus DNA containing 16S-23S intergenic spacer region, isolate Au10",127,Eukaryota,unknown,Phaeophyceae,Ectocarpales,Ectocarpaceae,Ectocarpus,unassigned
ASV_3815,3,5253,2.21324e-46,217,94.44,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate HKB7-11 small subunit ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_3816,1,7727,4.46045e-55,248,100.0,genus_unassigned,species_unassigned,"Chrysophyceae sp. strain IOW65 18S ribosomal RNA gene, complete sequence",124,Eukaryota,unknown,Chrysophyceae,unassigned,unassigned,unassigned,unassigned
ASV_3817,1,7728,2.91081e-51,234,96.85,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGYP413 18S ribosomal RNA gene, partial sequence",127,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,s_
ASV_3818,6,5254,8.4387e-33,166,85.94,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate YT7-18 small subunit ribosomal RNA gene, partial sequence",128,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_3819,51,1723,2.09592e-40,195,92.5,Not_Found,uncultured marine eukaryote,"uncultured marine eukaryote partial 18S rRNA gene, isolate AB198_K09_MLV2_P_48_S",120,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_3820,2,5255,1.14648e-43,207,92.86,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate ZHASHANMATOU1-37 small subunit ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_3821,18,853,2.69627e-45,212,93.65,Pentapharsodinium,Pentapharsodinium tyrrhenicum,"Pentapharsodinium tyrrhenicum clone 1501 18S ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,Peridiniales,Peridiniaceae,g_,s_
ASV_3822,1,7729,1.08476e-56,254,100.0,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGUH1253 18S ribosomal RNA gene, partial sequence",127,Eukaryota,unknown,Dictyochophyceae,Florenciellales,unassigned,unassigned,unassigned
ASV_3823,7,854,6.75277e-40,193,92.56,Pseudotontonia,Pseudotontonia simplicidens,"Pseudotontonia simplicidens small subunit ribosomal RNA gene, partial sequence",121,Eukaryota,Ciliophora,Spirotrichea,unknown,Tontoniidae,g_,s_
ASV_3824,1,5256,5.20503e-48,222,95.24,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate HKB5-37 small subunit ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_3825,1,7730,8.24796e-52,237,97.62,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGYX752 18S ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_3826,24,5257,6.00493e-41,197,93.02,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate YT7-3 small subunit ribosomal RNA gene, partial sequence",129,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_3827,1,5258,3.32123e-44,209,92.91,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate ZHASHANMATOU1-35 small subunit ribosomal RNA gene, partial sequence",127,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_3828,11,1725,1.96302e-34,172,89.15,Not_Found,Chaunacanthid sp. 6200,"Chaunacanthid sp. 6200 18S ribosomal RNA gene, complete sequence",129,Eukaryota,unknown,Acantharea,Chaunacanthida,unknown,g_,s_
ASV_3829,1,7731,1.03891e-18,114,80.0,genus_unassigned,species_unassigned,"Pavlova sp. AC250 18S ribosomal RNA gene, partial sequence",130,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_3830,1,7733,2.04986e-40,195,91.2,genus_unassigned,species_unassigned,"Uncultured syndiniales clone 91 18S ribosomal RNA gene, partial sequence",125,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_3831,1,7734,5.93894e-41,197,91.27,genus_unassigned,species_unassigned,"Uncultured diatom A4CMS14 gene for 18S rRNA, partial sequence",126,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_3832,1,7735,1.44326e-42,203,91.47,genus_unassigned,species_unassigned,"Cercozoa sp. CC-2009c small subunit ribosomal RNA gene, partial sequence",129,Eukaryota,Cercozoa,unassigned,unassigned,unassigned,g_,s_
ASV_3833,7,5259,1.50784e-48,225,96.06,Scrippsiella,species_unassigned,"Scrippsiella cf. erinaceus strain GeoB 421 small subunit ribosomal RNA gene, partial sequence",127,Eukaryota,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,Scrippsiella,s_
ASV_3834,1,855,9.39347e-58,259,99.24,Cyclosalpa,Cyclosalpa polae,"Cyclosalpa polae 18S ribosomal RNA gene, partial sequence",132,Eukaryota,Chordata,Thaliacea,Salpida,Salpidae,Cyclosalpa,Cyclosalpa polae
ASV_3835,1,856,2.71931e-58,261,99.25,Lysilla,Lysilla sp. THS-2012,"Lysilla sp. THS-2012 18S ribosomal RNA gene, partial sequence",133,Eukaryota,Annelida,Polychaeta,Terebellida,Terebellidae,Lysilla,Lysilla sp. THS-2012
ASV_3836,1,857,1.3967e-42,202,92.06,Protodinium,Protodinium simplex,"Protodinium simplex gene for 18S ribosomal RNA, partial sequence, strain: NIES-3969",126,Eukaryota,unknown,Dinophyceae,Suessiales,Suessiaceae,g_,s_
ASV_3837,1,7736,8.24796e-52,237,97.62,genus_unassigned,species_unassigned,"Protodinium simplex gene for 18S ribosomal RNA, partial sequence, strain: NIES-3969",126,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_3839,2,1726,1.35174e-36,181,88.55,Not_Found,Mamiellophyceae sp. HV-2019,"Mamiellophyceae sp. HV-2019 strain 5FNG small subunit ribosomal RNA gene, partial sequence",131,Eukaryota,Chlorophyta,Mamiellophyceae,unknown,unknown,g_,s_
ASV_3840,1,7737,2.54873e-26,142,82.54,genus_unassigned,species_unassigned,"Uncultured marine eukaryote clone CNCIII05_20 18S ribosomal RNA gene, partial sequence",126,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_3841,1,7738,1.00481e-50,232,96.83,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGYH695 18S ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,s_
ASV_3842,5,858,1.77716e-41,198,90.84,Thraustochytrium,Thraustochytrium multirudimentale,Thraustochytrium multirudimentale gene for 18S rRNA,131,Eukaryota,unknown,Labyrinthulomycetes,unknown,Thraustochytriaceae,g_,s_
ASV_3843,4,5260,7.23511e-40,192,90.48,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate P1-20 small subunit ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_3844,1,859,5.31044e-54,244,100.0,Coscinodiscus,Coscinodiscus sp. GGM-2004,"Coscinodiscus sp. GGM-2004 18S ribosomal RNA gene, partial sequence",122,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,Coscinodiscus sp. GGM-2004
ASV_3845,1,7739,3.74457e-56,252,100.0,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGYP592 18S ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,unassigned,unassigned
ASV_3846,1,7740,2.84683e-51,235,97.6,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGYO1333 18S ribosomal RNA gene, partial sequence",125,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_3847,1,5261,1.05039e-31,162,86.15,Cercomonas,species_unassigned,"Uncultured Cercomonas clone 489 18S ribosomal RNA gene and internal transcribed spacer 1, partial sequence",130,Eukaryota,Cercozoa,unknown,Cercomonadida,Cercomonadidae,g_,s_
ASV_3848,5,5262,1.62761e-54,246,98.44,Pseudobodo,species_unassigned,"Pseudobodo sp. KD51 18S ribosomal RNA gene, partial sequence",128,Eukaryota,unknown,unknown,Bicosoecida,Cafeteriaceae,Pseudobodo,unassigned
ASV_3849,1,7741,2.97478e-51,235,97.6,genus_unassigned,species_unassigned,"Uncultured stramenopile clone AA5F15RM2F02 18S ribosomal RNA gene, partial sequence",125,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_3850,1,7743,1.00481e-50,232,96.83,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGYO766 18S ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,Gymnodiniales,unassigned,unassigned,s_
ASV_3851,1,7744,7.55667e-40,192,94.59,genus_unassigned,species_unassigned,"Uncultured eukaryote clone Otu0276 small subunit ribosomal RNA gene, partial sequence",111,Eukaryota,Cercozoa,unassigned,unassigned,unassigned,g_,s_
ASV_3852,4,1728,3.74788e-37,183,89.68,Not_Found,Uncultured marine alveolate Group II DH148-EKD27,"Uncultured marine alveolate Group II DH148-EKD27 18S ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_3853,1,5263,2.91081e-51,234,96.85,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate SSB1-39 small subunit ribosomal RNA gene, partial sequence",127,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
